From	To
ENSP00000386959	CAYP2_HUMAN
ENSP00000386960	CJ055_HUMAN
ENSP00000386971	POTEG_HUMAN
ENSP00000386992	IPO11_HUMAN
ENSP00000387006	CWC22_HUMAN
ENSP00000387019	UXS1_HUMAN
ENSP00000387024	B8ZZ63_HUMAN
ENSP00000387027	CE052_HUMAN
ENSP00000387040	FAT3_HUMAN
ENSP00000387046	PPM1M_HUMAN
ENSP00000387077	LPD6B_HUMAN
ENSP00000387088	HNRLL_HUMAN
ENSP00000387091	ZN365_HUMAN
ENSP00000387118	E9PB92_HUMAN
ENSP00000387122	CL16A_HUMAN
ENSP00000387123	AL7A1_HUMAN
ENSP00000387124	CB078_HUMAN
ENSP00000387128	NCKP5_HUMAN
ENSP00000387170	PERQ2_HUMAN
ENSP00000387176	POTEJ_HUMAN
ENSP00000387185	ATHL1_HUMAN
ENSP00000387209	CEP19_HUMAN
ENSP00000387219	NFU1_HUMAN
ENSP00000387230	UPP2_HUMAN
ENSP00000387252	CC103_HUMAN
ENSP00000387261	PPIP2_HUMAN
ENSP00000387262	IMMT_HUMAN
ENSP00000387266	SPIR1_HUMAN
ENSP00000387278	MPP4_HUMAN
ENSP00000387281	ADA2B_HUMAN
ENSP00000387286	RAB1A_HUMAN
ENSP00000387291	B8ZZS3_HUMAN
ENSP00000387303	TDRD9_HUMAN
ENSP00000387307	RAB6C_HUMAN
ENSP00000387310	NOTUM_HUMAN
ENSP00000387347	IQCA1_HUMAN
ENSP00000387426	CYHR1_HUMAN
ENSP00000387429	MDC1_HUMAN
ENSP00000387462	ZBT10_HUMAN
ENSP00000387471	MIP18_HUMAN
ENSP00000387477	PRC2A_HUMAN
ENSP00000387512	B4DXX6_HUMAN
ENSP00000387523	O7E24_HUMAN
ENSP00000387536	PDK3_HUMAN
ENSP00000387547	Q9P1R7_HUMAN
ENSP00000387593	TANC2_HUMAN
ENSP00000387617	SMCO2_HUMAN
ENSP00000387654	PCYOX_HUMAN
ENSP00000387662	GLUC_HUMAN
ENSP00000387694	S12A5_HUMAN
ENSP00000387699	CREB1_HUMAN
ENSP00000387737	F8WFA1_HUMAN
ENSP00000387739	AMOL1_HUMAN
ENSP00000387753	DHB8_HUMAN
ENSP00000387768	DQA2_HUMAN
ENSP00000387795	B4DPH6_HUMAN
ENSP00000387841	Q4TT42_HUMAN
ENSP00000387875	KIF4B_HUMAN
ENSP00000387892	DQA1_HUMAN
ENSP00000387907	E9PHT4_HUMAN
ENSP00000387911	PARN_HUMAN
ENSP00000387928	MAGIX_HUMAN
ENSP00000387941	IFFO2_HUMAN
ENSP00000387942	SAPC1_HUMAN
ENSP00000387944	QPCTL_HUMAN
ENSP00000387982	WDR73_HUMAN
ENSP00000388000	EGFL8_HUMAN
ENSP00000388001	OAS1_HUMAN
ENSP00000388035	GABR1_HUMAN
ENSP00000388107	RL40_HUMAN
ENSP00000388119	CT454_HUMAN
ENSP00000388137	MPPD1_HUMAN
ENSP00000388144	OR2W1_HUMAN
ENSP00000388173	B7Z4R0_HUMAN
ENSP00000388191	ZBT22_HUMAN
ENSP00000388205	OR2J3_HUMAN
ENSP00000388207	RN148_HUMAN
ENSP00000388241	KI26A_HUMAN
ENSP00000388275	CBPC3_HUMAN
ENSP00000388287	REPI1_HUMAN
ENSP00000388299	TR49C_HUMAN
ENSP00000388311	ZN845_HUMAN
ENSP00000388320	CTU2_HUMAN
ENSP00000388322	HHLA1_HUMAN
ENSP00000388330	EFTS_HUMAN
ENSP00000388340	EPN4_HUMAN
ENSP00000388373	LIPA2_HUMAN
ENSP00000388386	CDSN_HUMAN
ENSP00000388392	OR2J3_HUMAN
ENSP00000388421	ZN487_HUMAN
ENSP00000388431	TM251_HUMAN
ENSP00000388457	J3KQ67_HUMAN
ENSP00000388464	NSUN5_HUMAN
ENSP00000388531	B4DNW2_HUMAN
ENSP00000388548	CITE1_HUMAN
ENSP00000388550	RNF24_HUMAN
ENSP00000388566	CASP4_HUMAN
ENSP00000388590	H7BZA4_HUMAN
ENSP00000388591	LY66C_HUMAN
ENSP00000388604	OR2B3_HUMAN
ENSP00000388631	PLCD4_HUMAN
ENSP00000388658	CMC1_HUMAN
ENSP00000388662	CO4A_HUMAN
ENSP00000388723	KBTBD_HUMAN
ENSP00000388731	SSFA2_HUMAN
ENSP00000388733	H7BZB2_HUMAN
ENSP00000388794	CD177_HUMAN
ENSP00000388839	RUFY4_HUMAN
ENSP00000388841	LEG9B_HUMAN
ENSP00000388842	PO5F1_HUMAN
ENSP00000388857	I3L0D6_HUMAN
ENSP00000388861	FLOT1_HUMAN
ENSP00000388872	CLU_HUMAN
ENSP00000388910	NFAC4_HUMAN
ENSP00000388920	RWDD4_HUMAN
ENSP00000388996	AP1M1_HUMAN
ENSP00000389003	LPP60_HUMAN
ENSP00000389065	ABCF1_HUMAN
ENSP00000389071	NCTR3_HUMAN
ENSP00000389102	LY66F_HUMAN
ENSP00000389103	RL23A_HUMAN
ENSP00000389111	CA233_HUMAN
ENSP00000389128	LRC15_HUMAN
ENSP00000389140	DCC_HUMAN
ENSP00000389175	GLCTK_HUMAN
ENSP00000389182	RPP30_HUMAN
ENSP00000389184	MARK2_HUMAN
ENSP00000389244	CTL4_HUMAN
ENSP00000389272	A2A3K3_HUMAN
ENSP00000389277	F8W034_HUMAN
ENSP00000389288	DPB1_HUMAN
ENSP00000389292	B4DEK6_HUMAN
ENSP00000389299	PP1RA_HUMAN
ENSP00000389305	J3KQ80_HUMAN
ENSP00000389381	TYY2_HUMAN
ENSP00000389399	TMCO3_HUMAN
ENSP00000389427	CEP44_HUMAN
ENSP00000389443	UL17C_HUMAN
ENSP00000389455	C9JPN6_HUMAN
ENSP00000389466	TGM7_HUMAN
ENSP00000389475	CC079_HUMAN
ENSP00000389490	TNFA_HUMAN
ENSP00000389492	TNFA_HUMAN
ENSP00000389513	CT47A_HUMAN
ENSP00000389516	PLCA_HUMAN
ENSP00000389543	Q5XPU7_HUMAN
ENSP00000389554	C2D4D_HUMAN
ENSP00000389566	I3L0D9_HUMAN
ENSP00000389585	F5GZ66_HUMAN
ENSP00000389591	APOM_HUMAN
ENSP00000389607	TRI40_HUMAN
ENSP00000389625	OR2M3_HUMAN
ENSP00000389630	D19L4_HUMAN
ENSP00000389649	ATP5J_HUMAN
ENSP00000389658	E7ENT1_HUMAN
ENSP00000389666	MCCD1_HUMAN
ENSP00000389709	RN212_HUMAN
ENSP00000389730	F8WDQ6_HUMAN
ENSP00000389770	FXYD3_HUMAN
ENSP00000389792	DCDC1_HUMAN
ENSP00000389802	O14J1_HUMAN
ENSP00000389813	ACD10_HUMAN
ENSP00000389825	OR2W1_HUMAN
ENSP00000389835	I3L0E2_HUMAN
ENSP00000389836	B7Z8R8_HUMAN
ENSP00000389841	ZN852_HUMAN
ENSP00000389862	DHX16_HUMAN
ENSP00000389875	PS1C1_HUMAN
ENSP00000389880	C9JLB4_HUMAN
ENSP00000389881	CNGA1_HUMAN
ENSP00000389901	F2Z313_HUMAN
ENSP00000389913	PKHM1_HUMAN
ENSP00000389934	EXOC5_HUMAN
ENSP00000389951	E9PC62_HUMAN
ENSP00000389964	SHSA8_HUMAN
ENSP00000389998	MKS3_HUMAN
ENSP00000390009	PBX2_HUMAN
ENSP00000390020	DOB_HUMAN
ENSP00000390070	CT47A_HUMAN
ENSP00000390084	SHSA6_HUMAN
ENSP00000390098	RGL2_HUMAN
ENSP00000390111	PLS5_HUMAN
ENSP00000390120	F8WCY4_HUMAN
ENSP00000390131	NCTR3_HUMAN
ENSP00000390144	OR2J3_HUMAN
ENSP00000390158	HERC1_HUMAN
ENSP00000390260	H0Y480_HUMAN
ENSP00000390291	SFTA2_HUMAN
ENSP00000390329	CA2D2_HUMAN
ENSP00000390354	C9JH64_HUMAN
ENSP00000390427	PPIL2_HUMAN
ENSP00000390475	CXXC1_HUMAN
ENSP00000390485	F8WBA5_HUMAN
ENSP00000390497	TRI10_HUMAN
ENSP00000390500	STK3_HUMAN
ENSP00000390590	DEND_HUMAN
ENSP00000390600	SCNAA_HUMAN
ENSP00000390621	TDR12_HUMAN
ENSP00000390630	RIM3C_HUMAN
ENSP00000390661	CLC2L_HUMAN
ENSP00000390665	D6RA03_HUMAN
ENSP00000390707	HLAE_HUMAN
ENSP00000390722	PM34_HUMAN
ENSP00000390725	DQA2_HUMAN
ENSP00000390732	VWA7_HUMAN
ENSP00000390746	GPAN1_HUMAN
ENSP00000390750	SMI19_HUMAN
ENSP00000390759	I3L0E4_HUMAN
ENSP00000390761	TBC3C_HUMAN
ENSP00000390764	FANCI_HUMAN
ENSP00000390783	SCFD1_HUMAN
ENSP00000390784	B3GT4_HUMAN
ENSP00000390831	VPS52_HUMAN
ENSP00000390849	ABHD5_HUMAN
ENSP00000390861	J3KQ98_HUMAN
ENSP00000390931	PS1C2_HUMAN
ENSP00000390938	DHX16_HUMAN
ENSP00000390941	ATCAY_HUMAN
ENSP00000390948	CYFP2_HUMAN
ENSP00000390972	F8WBC0_HUMAN
ENSP00000391066	CJ040_HUMAN
ENSP00000391067	ZN302_HUMAN
ENSP00000391069	B4DS61_HUMAN
ENSP00000391086	H7BZS2_HUMAN
ENSP00000391088	UNC80_HUMAN
ENSP00000391097	G6B_HUMAN
ENSP00000391101	SLN14_HUMAN
ENSP00000391106	E7EPL7_HUMAN
ENSP00000391116	NBPFC_HUMAN
ENSP00000391123	DXO_HUMAN
ENSP00000391149	TM11L_HUMAN
ENSP00000391181	B0S7V6_HUMAN
ENSP00000391197	VPS52_HUMAN
ENSP00000391200	ZN692_HUMAN
ENSP00000391218	CI173_HUMAN
ENSP00000391227	MGT5B_HUMAN
ENSP00000391249	SEPT9_HUMAN
ENSP00000391266	H7BZT4_HUMAN
ENSP00000391311	SEPT5_HUMAN
ENSP00000391318	CT47A_HUMAN
ENSP00000391349	DXO_HUMAN
ENSP00000391372	SH3G3_HUMAN
ENSP00000391397	MT1G_HUMAN
ENSP00000391402	CISD3_HUMAN
ENSP00000391404	CD051_HUMAN
ENSP00000391409	CDHR4_HUMAN
ENSP00000391417	ANO6_HUMAN
ENSP00000391432	RBM40_HUMAN
ENSP00000391438	FLOT1_HUMAN
ENSP00000391445	TRI10_HUMAN
ENSP00000391457	IN80C_HUMAN
ENSP00000391488	PNM6C_HUMAN
ENSP00000391490	AGR2_HUMAN
ENSP00000391498	KCNKG_HUMAN
ENSP00000391509	CUTA_HUMAN
ENSP00000391513	CL065_HUMAN
ENSP00000391521	J3KQA4_HUMAN
ENSP00000391524	DEN6B_HUMAN
ENSP00000391536	Q8WZ27_HUMAN
ENSP00000391551	B4DLE8_HUMAN
ENSP00000391563	ZBT12_HUMAN
ENSP00000391564	RIM3A_HUMAN
ENSP00000391592	PTN6_HUMAN
ENSP00000391594	ENR1_HUMAN
ENSP00000391598	H7BZV4_HUMAN
ENSP00000391622	E7EP46_HUMAN
ENSP00000391664	MFRP_HUMAN
ENSP00000391671	F92A1_HUMAN
ENSP00000391676	JAK3_HUMAN
ENSP00000391681	PO5F1_HUMAN
ENSP00000391685	TRI31_HUMAN
ENSP00000391723	PUM1_HUMAN
ENSP00000391735	S39A7_HUMAN
ENSP00000391742	ZMY15_HUMAN
ENSP00000391745	PBX2_HUMAN
ENSP00000391756	CF015_HUMAN
ENSP00000391774	CPSF6_HUMAN
ENSP00000391798	STK19_HUMAN
ENSP00000391817	E7ENX7_HUMAN
ENSP00000391874	Q8N5S0_HUMAN
ENSP00000391879	TRI26_HUMAN
ENSP00000391901	PHF1_HUMAN
ENSP00000391917	TRI39_HUMAN
ENSP00000391944	EF1D_HUMAN
ENSP00000391989	Q4G0L6_HUMAN
ENSP00000391993	FA13C_HUMAN
ENSP00000391998	ARTN_HUMAN
ENSP00000392024	ZN844_HUMAN
ENSP00000392028	CHD7_HUMAN
ENSP00000392066	DIP2A_HUMAN
ENSP00000392071	MAS1L_HUMAN
ENSP00000392147	PPP6_HUMAN
ENSP00000392155	E7EUG2_HUMAN
ENSP00000392204	KILIN_HUMAN
ENSP00000392227	C9IYH1_HUMAN
ENSP00000392250	MCCD1_HUMAN
ENSP00000392262	PP5D1_HUMAN
ENSP00000392270	STRAP_HUMAN
ENSP00000392283	CT47A_HUMAN
ENSP00000392328	ZBT12_HUMAN
ENSP00000392330	BAP31_HUMAN
ENSP00000392335	B7Z7S5_HUMAN
ENSP00000392353	PSMG4_HUMAN
ENSP00000392398	GPX5_HUMAN
ENSP00000392407	PR20D_HUMAN
ENSP00000392423	RELN_HUMAN
ENSP00000392466	LDB1_HUMAN
ENSP00000392477	F2Z2A6_HUMAN
ENSP00000392481	H7C011_HUMAN
ENSP00000392497	OR2J2_HUMAN
ENSP00000392513	AGAP4_HUMAN
ENSP00000392553	PPC1B_HUMAN
ENSP00000392593	ZN300_HUMAN
ENSP00000392601	DHX30_HUMAN
ENSP00000392610	E7EML2_HUMAN
ENSP00000392617	SMRD2_HUMAN
ENSP00000392619	OR2H1_HUMAN
ENSP00000392635	OR2W1_HUMAN
ENSP00000392664	F8WCK5_HUMAN
ENSP00000392666	C9J1K8_HUMAN
ENSP00000392678	AKIR1_HUMAN
ENSP00000392689	C9J1J8_HUMAN
ENSP00000392718	POTEI_HUMAN
ENSP00000392726	C9J1I7_HUMAN
ENSP00000392762	TYRP2_HUMAN
ENSP00000392787	TRI27_HUMAN
ENSP00000392828	GPSM1_HUMAN
ENSP00000392835	CO2_HUMAN
ENSP00000392858	TNFA_HUMAN
ENSP00000392859	GMPR2_HUMAN
ENSP00000392863	CDSN_HUMAN
ENSP00000392877	PO5F1_HUMAN
ENSP00000392879	T11X2_HUMAN
ENSP00000392896	HSBP1_HUMAN
ENSP00000392909	Q86VH3_HUMAN
ENSP00000392936	RFPLA_HUMAN
ENSP00000392985	HTAI2_HUMAN
ENSP00000393017	F200B_HUMAN
ENSP00000393087	HSP71_HUMAN
ENSP00000393114	Q5STX8_HUMAN
ENSP00000393138	F27D1_HUMAN
ENSP00000393154	FBX15_HUMAN
ENSP00000393159	F5H7D2_HUMAN
ENSP00000393161	T151B_HUMAN
ENSP00000393198	E9PB28_HUMAN
ENSP00000393235	OR2B3_HUMAN
ENSP00000393240	G3V0H1_HUMAN
ENSP00000393241	RS18_HUMAN
ENSP00000393251	MRGRE_HUMAN
ENSP00000393275	NANO1_HUMAN
ENSP00000393286	RXRB_HUMAN
ENSP00000393291	C9JWB5_HUMAN
ENSP00000393316	TMX1_HUMAN
ENSP00000393324	IF4E3_HUMAN
ENSP00000393355	MICB_HUMAN
ENSP00000393379	KIF5C_HUMAN
ENSP00000393393	RL35A_HUMAN
ENSP00000393511	ABLM2_HUMAN
ENSP00000393556	Q53TX7_HUMAN
ENSP00000393557	S4A4_HUMAN
ENSP00000393559	E9PB38_HUMAN
ENSP00000393560	RNF39_HUMAN
ENSP00000393566	DPA1_HUMAN
ENSP00000393583	AZI1_HUMAN
ENSP00000393596	BIRC6_HUMAN
ENSP00000393631	ADM5_HUMAN
ENSP00000393646	DMB_HUMAN
ENSP00000393667	F126B_HUMAN
ENSP00000393693	TNFC_HUMAN
ENSP00000393725	GFRA1_HUMAN
ENSP00000393734	O12D3_HUMAN
ENSP00000393744	PSB9_HUMAN
ENSP00000393776	FCHO2_HUMAN
ENSP00000393832	PP13G_HUMAN
ENSP00000393835	ZN506_HUMAN
ENSP00000393845	PAL4G_HUMAN
ENSP00000393847	PA2GX_HUMAN
ENSP00000393854	CENP1_HUMAN
ENSP00000393860	PKHA2_HUMAN
ENSP00000393870	RXRB_HUMAN
ENSP00000393876	ZN655_HUMAN
ENSP00000393887	FETUA_HUMAN
ENSP00000393889	OR5K2_HUMAN
ENSP00000393912	F6X838_HUMAN
ENSP00000393939	CTL4_HUMAN
ENSP00000393953	PNPT1_HUMAN
ENSP00000393958	DHX16_HUMAN
ENSP00000393963	KIFC1_HUMAN
ENSP00000393971	ECM2_HUMAN
ENSP00000394008	GBRL3_HUMAN
ENSP00000394020	LRC48_HUMAN
ENSP00000394032	C9JKK2_HUMAN
ENSP00000394033	KCNK2_HUMAN
ENSP00000394056	PP1RB_HUMAN
ENSP00000394071	GDIA_HUMAN
ENSP00000394085	JMJD6_HUMAN
ENSP00000394134	CF100_HUMAN
ENSP00000394135	Q9NXN1_HUMAN
ENSP00000394155	PSB8_HUMAN
ENSP00000394168	SO1B7_HUMAN
ENSP00000394178	TM182_HUMAN
ENSP00000394183	C2AIL_HUMAN
ENSP00000394222	ZFP57_HUMAN
ENSP00000394248	ZN716_HUMAN
ENSP00000394282	OR4F3_HUMAN
ENSP00000394290	GNL1_HUMAN
ENSP00000394316	BZW1_HUMAN
ENSP00000394352	J3KQC9_HUMAN
ENSP00000394371	TRI26_HUMAN
ENSP00000394382	ODPA_HUMAN
ENSP00000394390	KCD15_HUMAN
ENSP00000394394	APC7_HUMAN
ENSP00000394400	SKIV2_HUMAN
ENSP00000394472	BTBDI_HUMAN
ENSP00000394486	IKBL1_HUMAN
ENSP00000394487	FGD4_HUMAN
ENSP00000394494	E9PB07_HUMAN
ENSP00000394510	PRR12_HUMAN
ENSP00000394571	OR2B3_HUMAN
ENSP00000394593	OR2B3_HUMAN
ENSP00000394607	B4DNU8_HUMAN
ENSP00000394610	APOM_HUMAN
ENSP00000394623	NTM2B_HUMAN
ENSP00000394624	OPRM_HUMAN
ENSP00000394649	MSH5_HUMAN
ENSP00000394653	IQCF5_HUMAN
ENSP00000394678	DAS1_HUMAN
ENSP00000394680	TM232_HUMAN
ENSP00000394700	SYT16_HUMAN
ENSP00000394705	H7C0F0_HUMAN
ENSP00000394757	ZN516_HUMAN
ENSP00000394783	DOB_HUMAN
ENSP00000394791	SENP1_HUMAN
ENSP00000394794	PTN13_HUMAN
ENSP00000394802	SYVM_HUMAN
ENSP00000394842	GRAN_HUMAN
ENSP00000394848	C9JP92_HUMAN
ENSP00000394863	PPT1_HUMAN
ENSP00000394869	EI2BD_HUMAN
ENSP00000394876	B3GT4_HUMAN
ENSP00000394914	ATAT_HUMAN
ENSP00000394931	CF015_HUMAN
ENSP00000394936	A1AG2_HUMAN
ENSP00000394954	GSG1L_HUMAN
ENSP00000395102	TNFC_HUMAN
ENSP00000395128	CF047_HUMAN
ENSP00000395219	IGFL2_HUMAN
ENSP00000395244	T229A_HUMAN
ENSP00000395249	F134A_HUMAN
ENSP00000395253	C9JCE7_HUMAN
ENSP00000395259	SCND3_HUMAN
ENSP00000395262	DXO_HUMAN
ENSP00000395281	CI116_HUMAN
ENSP00000395323	KCIP1_HUMAN
ENSP00000395337	LDHA_HUMAN
ENSP00000395340	F185A_HUMAN
ENSP00000395436	VATG2_HUMAN
ENSP00000395449	RECQ1_HUMAN
ENSP00000395461	BTBDJ_HUMAN
ENSP00000395465	NCOA4_HUMAN
ENSP00000395473	MA2B1_HUMAN
ENSP00000395497	TF2H4_HUMAN
ENSP00000395498	PAX8_HUMAN
ENSP00000395505	PATE3_HUMAN
ENSP00000395535	MECP2_HUMAN
ENSP00000395538	TNC18_HUMAN
ENSP00000395544	IKBL1_HUMAN
ENSP00000395549	C9JIL5_HUMAN
ENSP00000395567	OR2H1_HUMAN
ENSP00000395574	ELOA1_HUMAN
ENSP00000395587	CTGE9_HUMAN
ENSP00000395598	TRI10_HUMAN
ENSP00000395629	ZN812_HUMAN
ENSP00000395653	PCFT_HUMAN
ENSP00000395696	RNF39_HUMAN
ENSP00000395701	TPSN_HUMAN
ENSP00000395708	RPGF3_HUMAN
ENSP00000395737	DOA_HUMAN
ENSP00000395772	GNL3_HUMAN
ENSP00000395777	B4DE83_HUMAN
ENSP00000395780	DOB_HUMAN
ENSP00000395797	S4A10_HUMAN
ENSP00000395848	D6RGX4_HUMAN
ENSP00000395863	PLCA_HUMAN
ENSP00000395864	STK19_HUMAN
ENSP00000395902	CCYL2_HUMAN
ENSP00000395963	Q4V308_HUMAN
ENSP00000396045	PA24B_HUMAN
ENSP00000396052	G5E9I4_HUMAN
ENSP00000396068	UBR3_HUMAN
ENSP00000396080	NTM2D_HUMAN
ENSP00000396085	OR6V1_HUMAN
ENSP00000396095	DPB1_HUMAN
ENSP00000396103	MYT1L_HUMAN
ENSP00000396127	J3KQE5_HUMAN
ENSP00000396152	UBD_HUMAN
ENSP00000396160	FBSL_HUMAN
ENSP00000396163	CLC2A_HUMAN
ENSP00000396193	DHX16_HUMAN
ENSP00000396211	WASF2_HUMAN
ENSP00000396219	MEF2C_HUMAN
ENSP00000396251	TF2H4_HUMAN
ENSP00000396271	RING1_HUMAN
ENSP00000396272	F8WCT4_HUMAN
ENSP00000396292	ZBT22_HUMAN
ENSP00000396301	RED_HUMAN
ENSP00000396304	CLD25_HUMAN
ENSP00000396308	DYR_HUMAN
ENSP00000396320	SCN4A_HUMAN
ENSP00000396365	F8WCT1_HUMAN
ENSP00000396402	ZN793_HUMAN
ENSP00000396439	RING1_HUMAN
ENSP00000396441	E9PAV9_HUMAN
ENSP00000396445	OSGI2_HUMAN
ENSP00000396452	HDHD1_HUMAN
ENSP00000396454	AGAP9_HUMAN
ENSP00000396462	ZFP57_HUMAN
ENSP00000396484	MDC1_HUMAN
ENSP00000396486	HS71L_HUMAN
ENSP00000396523	S35G6_HUMAN
ENSP00000396524	OR2J2_HUMAN
ENSP00000396538	NFAT5_HUMAN
ENSP00000396586	C9JC66_HUMAN
ENSP00000396593	DYTN_HUMAN
ENSP00000396615	GLBL3_HUMAN
ENSP00000396620	NFYC_HUMAN
ENSP00000396622	MROH7_HUMAN
ENSP00000396627	F157A_HUMAN
ENSP00000396648	PR23C_HUMAN
ENSP00000396652	Q9H388_HUMAN
ENSP00000396656	IKBL1_HUMAN
ENSP00000396675	CF100_HUMAN
ENSP00000396688	CO4A_HUMAN
ENSP00000396704	TOP2B_HUMAN
ENSP00000396732	PRDM7_HUMAN
ENSP00000396747	ANR60_HUMAN
ENSP00000396749	KANL3_HUMAN
ENSP00000396771	ANKR6_HUMAN
ENSP00000396774	C9JJE7_HUMAN
ENSP00000396786	GPSM3_HUMAN
ENSP00000396813	PSB9_HUMAN
ENSP00000396814	ST3L3_HUMAN
ENSP00000396843	NFIC_HUMAN
ENSP00000396857	ZN697_HUMAN
ENSP00000396858	H7C0V1_HUMAN
ENSP00000396876	DAXX_HUMAN
ENSP00000396912	B4DXB2_HUMAN
ENSP00000396915	SCN1B_HUMAN
ENSP00000396918	URGCP_HUMAN
ENSP00000396936	CQ072_HUMAN
ENSP00000396937	PSD13_HUMAN
ENSP00000396944	OR2H1_HUMAN
ENSP00000396976	BAHD1_HUMAN
ENSP00000396995	PAPD5_HUMAN
ENSP00000397002	TEX22_HUMAN
ENSP00000397009	AK1BF_HUMAN
ENSP00000397026	GRIK2_HUMAN
ENSP00000397043	TRI39_HUMAN
ENSP00000397055	MCF2_HUMAN
ENSP00000397073	TRI10_HUMAN
ENSP00000397103	GG12C_HUMAN
ENSP00000397139	DPA1_HUMAN
ENSP00000397140	J3KQF2_HUMAN
ENSP00000397157	PERP_HUMAN
ENSP00000397173	J3KQF5_HUMAN
ENSP00000397177	PBX2_HUMAN
ENSP00000397178	J3KQF6_HUMAN
ENSP00000397181	RGS4_HUMAN
ENSP00000397239	KDM4E_HUMAN
ENSP00000397259	AT7L3_HUMAN
ENSP00000397268	DOB_HUMAN
ENSP00000397297	NTF3_HUMAN
ENSP00000397330	CX028_HUMAN
ENSP00000397351	GRD2I_HUMAN
ENSP00000397379	TNPO2_HUMAN
ENSP00000397394	CS025_HUMAN
ENSP00000397420	HLAE_HUMAN
ENSP00000397426	EGFL8_HUMAN
ENSP00000397435	T22D1_HUMAN
ENSP00000397440	TRI10_HUMAN
ENSP00000397441	COG6_HUMAN
ENSP00000397515	CO057_HUMAN
ENSP00000397530	FKBPL_HUMAN
ENSP00000397552	ACL6A_HUMAN
ENSP00000397587	DPA1_HUMAN
ENSP00000397598	KY_HUMAN
ENSP00000397622	Q9P1D0_HUMAN
ENSP00000397636	RPA12_HUMAN
ENSP00000397644	RFX7_HUMAN
ENSP00000397669	J3KQF9_HUMAN
ENSP00000397693	ZNF28_HUMAN
ENSP00000397755	NRM_HUMAN
ENSP00000397759	BSDC1_HUMAN
ENSP00000397790	RT18B_HUMAN
ENSP00000397830	CN164_HUMAN
ENSP00000397843	TMA7_HUMAN
ENSP00000397879	VPS8_HUMAN
ENSP00000397881	PT117_HUMAN
ENSP00000397900	MSTRO_HUMAN
ENSP00000397911	SP14L_HUMAN
ENSP00000397945	DOA_HUMAN
ENSP00000397956	IEX1_HUMAN
ENSP00000398028	ANPRC_HUMAN
ENSP00000398064	HIG1A_HUMAN
ENSP00000398105	CHAC1_HUMAN
ENSP00000398106	ZBED5_HUMAN
ENSP00000398124	E2F5_HUMAN
ENSP00000398131	ERF3A_HUMAN
ENSP00000398139	IEX1_HUMAN
ENSP00000398163	TSPY3_HUMAN
ENSP00000398208	INT9_HUMAN
ENSP00000398221	CF047_HUMAN
ENSP00000398224	TRI15_HUMAN
ENSP00000398238	OR2J2_HUMAN
ENSP00000398277	J3KQG7_HUMAN
ENSP00000398278	PS1C1_HUMAN
ENSP00000398279	F8WBN2_HUMAN
ENSP00000398290	NDUA3_HUMAN
ENSP00000398313	NCTR3_HUMAN
ENSP00000398342	E9PAT1_HUMAN
ENSP00000398350	CK068_HUMAN
ENSP00000398355	TRI39_HUMAN
ENSP00000398391	C2D2A_HUMAN
ENSP00000398401	F133B_HUMAN
ENSP00000398410	KDM8_HUMAN
ENSP00000398412	MICB_HUMAN
ENSP00000398422	ATAT_HUMAN
ENSP00000398440	ZN311_HUMAN
ENSP00000398454	GOG8N_HUMAN
ENSP00000398494	RT18B_HUMAN
ENSP00000398496	CF015_HUMAN
ENSP00000398500	C9J2X1_HUMAN
ENSP00000398502	FA86A_HUMAN
ENSP00000398512	RNF39_HUMAN
ENSP00000398545	TRI26_HUMAN
ENSP00000398559	CT47A_HUMAN
ENSP00000398593	H7C156_HUMAN
ENSP00000398597	EXOS6_HUMAN
ENSP00000398615	GG6L6_HUMAN
ENSP00000398617	F71E2_HUMAN
ENSP00000398619	KR251_HUMAN
ENSP00000398644	H3BM14_HUMAN
ENSP00000398655	ITK_HUMAN
ENSP00000398659	O11A1_HUMAN
ENSP00000398660	B3GT4_HUMAN
ENSP00000398677	TRI31_HUMAN
ENSP00000398698	TNFA_HUMAN
ENSP00000398734	PS1C2_HUMAN
ENSP00000398736	CYR61_HUMAN
ENSP00000398741	TNFC_HUMAN
ENSP00000398752	NRM_HUMAN
ENSP00000398777	SFTA2_HUMAN
ENSP00000398789	SNX13_HUMAN
ENSP00000398812	FKBPL_HUMAN
ENSP00000398819	DOA_HUMAN
ENSP00000398824	PF21A_HUMAN
ENSP00000398851	O14J1_HUMAN
ENSP00000398852	CTL4_HUMAN
ENSP00000398880	CDK12_HUMAN
ENSP00000398890	DMB_HUMAN
ENSP00000398930	G5E9K6_HUMAN
ENSP00000398944	APOM_HUMAN
ENSP00000398971	IFRD2_HUMAN
ENSP00000398977	ZN275_HUMAN
ENSP00000398983	ZN311_HUMAN
ENSP00000399013	CNTP5_HUMAN
ENSP00000399042	MAS1L_HUMAN
ENSP00000399075	CR042_HUMAN
ENSP00000399078	O10J1_HUMAN
ENSP00000399107	C9IYD2_HUMAN
ENSP00000399155	TBB5_HUMAN
ENSP00000399157	ZN311_HUMAN
ENSP00000399161	CTL4_HUMAN
ENSP00000399168	1B48_HUMAN
ENSP00000399168	1B73_HUMAN
ENSP00000399168	1B07_HUMAN
ENSP00000399168	1B67_HUMAN
ENSP00000399168	1B42_HUMAN
ENSP00000399168	1B81_HUMAN
ENSP00000399192	H7C198_HUMAN
ENSP00000399197	MCCD1_HUMAN
ENSP00000399235	E9PGT2_HUMAN
ENSP00000399248	Q9H960_HUMAN
