Ensembl Protein ID	Ensembl Gene ID	HGNC symbol
ENSP00000370039	ENSG00000165521	EML5
ENSP00000370047	ENSG00000173068	BNC2
ENSP00000370055	ENSG00000122042	UBL3
ENSP00000370057	ENSG00000169933	FRMPD4
ENSP00000370058	ENSG00000205549	C9orf92
ENSP00000370074	ENSG00000170542	SERPINB9
ENSP00000370077	ENSG00000164989	C9orf93
ENSP00000370083	ENSG00000172062	SMN1
ENSP00000370088	ENSG00000125363	AMELX
ENSP00000370105	ENSG00000183474	GTF2H2C
ENSP00000370109	ENSG00000164985	PSIP1
ENSP00000370113	ENSG00000221914	PPP2R2A
ENSP00000370115	ENSG00000021355	SERPINB1
ENSP00000370119	ENSG00000205571	SMN2
ENSP00000370125	ENSG00000205581	HMGN1
ENSP00000370126	ENSG00000205572	SERF1B
ENSP00000370128	ENSG00000139514	SLC7A1
ENSP00000370129	ENSG00000151632	AKR1C2
ENSP00000370150	ENSG00000124535	WRNIP1
ENSP00000370151	ENSG00000152942	RAD17
ENSP00000370192	ENSG00000139508	SLC46A3
ENSP00000370194	ENSG00000112699	GMDS
ENSP00000370201	ENSG00000085231	TAF9
ENSP00000370213	ENSG00000073464	CLCN4
ENSP00000370215	ENSG00000165555	NOXRED1
ENSP00000370222	ENSG00000132963	POMP
ENSP00000370223	ENSG00000101365	IDH3B
ENSP00000370224	ENSG00000169116	PARM1
ENSP00000370227	ENSG00000205595	AREGB
ENSP00000370242	ENSG00000047644	WWC3
ENSP00000370253	ENSG00000167034	NKX3-1
ENSP00000370254	ENSG00000187134	AKR1C1
ENSP00000370256	ENSG00000054598	FOXC1
ENSP00000370258	ENSG00000205609	EIF3CL
ENSP00000370259	ENSG00000104064	GABPB1
ENSP00000370288	ENSG00000073169	
ENSP00000370293	ENSG00000188996	HUS1B
ENSP00000370297	ENSG00000147869	CER1
ENSP00000370299	ENSG00000146950	SHROOM2
ENSP00000370303	ENSG00000175893	ZDHHC21
ENSP00000370316	ENSG00000101850	GPR143
ENSP00000370330	ENSG00000112851	ERBB2IP
ENSP00000370334	ENSG00000181143	MUC16
ENSP00000370338	ENSG00000181143	MUC16
ENSP00000370343	ENSG00000137265	IRF4
ENSP00000370346	ENSG00000147862	NFIB
ENSP00000370372	ENSG00000123213	NLN
ENSP00000370373	ENSG00000119782	FKBP1B
ENSP00000370376	ENSG00000128951	DUT
ENSP00000370377	ENSG00000107959	PITRM1
ENSP00000370381	ENSG00000074803	SLC12A1
ENSP00000370391	ENSG00000183304	FAM9A
ENSP00000370394	ENSG00000018189	RUFY3
ENSP00000370395	ENSG00000197860	SGTB
ENSP00000370398	ENSG00000205636	C9orf146
ENSP00000370408	ENSG00000165556	CDX2
ENSP00000370410	ENSG00000107186	MPDZ
ENSP00000370414	ENSG00000180389	ATP5EP2
ENSP00000370419	ENSG00000075234	TTC38
ENSP00000370421	ENSG00000139515	PDX1
ENSP00000370430	ENSG00000006757	PNPLA4
ENSP00000370439	ENSG00000197182	MIR4763
ENSP00000370443	ENSG00000049192	ADAMTS6
ENSP00000370445	ENSG00000205649	HTN3
ENSP00000370460	ENSG00000153015	CWC27
ENSP00000370468	ENSG00000205653	
ENSP00000370473	ENSG00000146674	IGFBP3
ENSP00000370479	ENSG00000169059	VCX3A
ENSP00000370488	ENSG00000205659	LIN52
ENSP00000370503	ENSG00000136280	CCM2
ENSP00000370508	ENSG00000122033	MTIF3
ENSP00000370517	ENSG00000067057	PFKP
ENSP00000370521	ENSG00000129221	AIPL1
ENSP00000370522	ENSG00000205667	ARSH
ENSP00000370526	ENSG00000157399	ARSE
ENSP00000370531	ENSG00000205669	ACOT6
ENSP00000370532	ENSG00000122034	GTF3A
ENSP00000370543	ENSG00000198743	SLC5A3
ENSP00000370546	ENSG00000006756	ARSD
ENSP00000370555	ENSG00000056998	GYG2
ENSP00000370557	ENSG00000167842	MIS12
ENSP00000370568	ENSG00000138944	KIAA1644
ENSP00000370571	ENSG00000180176	TH
ENSP00000370588	ENSG00000002586	CD99
ENSP00000370589	ENSG00000101361	NOP56
ENSP00000370606	ENSG00000129197	RPAIN
ENSP00000370607	ENSG00000205678	TECRL
ENSP00000370611	ENSG00000155545	MIER3
ENSP00000370616	ENSG00000214717	ZBED1
ENSP00000370639	ENSG00000196433	ASMT
ENSP00000370648	ENSG00000240857	RDH14
ENSP00000370658	ENSG00000123106	CCDC91
ENSP00000370669	ENSG00000100678	SLC8A3
ENSP00000370671	ENSG00000087448	KLHDC5
ENSP00000370673	ENSG00000205693	MANSC4
ENSP00000370697	ENSG00000182162	P2RY8
ENSP00000370710	ENSG00000107077	KDM4C
ENSP00000370713	ENSG00000185736	ADARB2
ENSP00000370718	ENSG00000169093	ASMTL
ENSP00000370719	ENSG00000205726	ITSN1
ENSP00000370736	ENSG00000134851	TMEM165
ENSP00000370737	ENSG00000178445	GLDC
ENSP00000370741	ENSG00000066654	THUMPD1
ENSP00000370744	ENSG00000123104	ITPR2
ENSP00000370748	ENSG00000067064	IDI1
ENSP00000370750	ENSG00000072042	RDH11
ENSP00000370761	ENSG00000205707	LYRM5
ENSP00000370766	ENSG00000099869	IGF2-AS
ENSP00000370767	ENSG00000169347	GP2
ENSP00000370770	ENSG00000205710	C17orf107
ENSP00000370779	ENSG00000180269	GPR139
ENSP00000370800	ENSG00000230522	MBD3L2
ENSP00000370801	ENSG00000205718	MBD3L4
ENSP00000370808	ENSG00000169100	SLC25A6
ENSP00000370812	ENSG00000164283	ESM1
ENSP00000370826	ENSG00000168453	HR
ENSP00000370839	ENSG00000163069	SGCB
ENSP00000370842	ENSG00000137033	IL33
ENSP00000370844	ENSG00000132975	GPR12
ENSP00000370849	ENSG00000205730	ITPRIPL2
ENSP00000370867	ENSG00000125780	TGM3
ENSP00000370873	ENSG00000145247	OCIAD2
ENSP00000370875	ENSG00000205740	
ENSP00000370880	ENSG00000120215	MLANA
ENSP00000370883	ENSG00000185164	NOMO2
ENSP00000370889	ENSG00000205744	DENND1C
ENSP00000370904	ENSG00000205745	
ENSP00000370912	ENSG00000135605	TEC
ENSP00000370930	ENSG00000214026	MRPL23
ENSP00000370935	ENSG00000198223	CSF2RA
ENSP00000370936	ENSG00000169016	E2F6
ENSP00000370938	ENSG00000132964	CDK8
ENSP00000370949	ENSG00000170448	NFXL1
ENSP00000370962	ENSG00000167741	GGT6
ENSP00000370966	ENSG00000205758	CRYZL1
ENSP00000370968	ENSG00000132382	MYBBP1A
ENSP00000370979	ENSG00000205755	CRLF2
ENSP00000370984	ENSG00000169019	COMMD8
ENSP00000370989	ENSG00000120217	CD274
ENSP00000370990	ENSG00000185960	SHOX
ENSP00000370997	ENSG00000150873	C2orf50
ENSP00000371036	ENSG00000125900	SIRPD
ENSP00000371037	ENSG00000174898	TMEM146
ENSP00000371040	ENSG00000107014	RLN2
ENSP00000371051	ENSG00000074755	ZZEF1
ENSP00000371054	ENSG00000120210	INSL6
ENSP00000371061	ENSG00000205765	C5orf51
ENSP00000371067	ENSG00000096968	JAK2
ENSP00000371070	ENSG00000132932	ATP8A2
ENSP00000371073	ENSG00000182378	PLCXD1
ENSP00000371084	ENSG00000124406	ATP8A1
ENSP00000371085	ENSG00000128298	BAIAP2L2
ENSP00000371101	ENSG00000115761	NOL10
ENSP00000371113	ENSG00000237289	CKMT1B
ENSP00000371117	ENSG00000216649	GAGE12E
ENSP00000371126	ENSG00000184923	FAM22A
ENSP00000371138	ENSG00000088832	FKBP1A
ENSP00000371141	ENSG00000224902	GAGE12H
ENSP00000371144	ENSG00000231850	GAGE2B
ENSP00000371152	ENSG00000104763	ASAH1
ENSP00000371155	ENSG00000139496	NUPL1
ENSP00000371169	ENSG00000120158	RCL1
ENSP00000371170	ENSG00000237597	GAGE13
ENSP00000371197	ENSG00000205783	
ENSP00000371200	ENSG00000205784	ARRDC5
ENSP00000371201	ENSG00000179299	NSUN7
ENSP00000371205	ENSG00000163009	C2orf48
ENSP00000371206	ENSG00000149483	TMEM138
ENSP00000371215	ENSG00000205790	
ENSP00000371219	ENSG00000168421	RHOH
ENSP00000371220	ENSG00000205791	LOH12CR2
ENSP00000371221	ENSG00000139505	MTMR6
ENSP00000371230	ENSG00000147853	AK3
ENSP00000371234	ENSG00000205795	CYS1
ENSP00000371236	ENSG00000159131	GART
ENSP00000371264	ENSG00000197870	PRB3
ENSP00000371272	ENSG00000214456	PLIN5
ENSP00000371278	ENSG00000106993	CDC37L1
ENSP00000371294	ENSG00000040531	CTNS
ENSP00000371297	ENSG00000101298	SNPH
ENSP00000371307	ENSG00000205808	PPAPDC2
ENSP00000371308	ENSG00000151849	CENPJ
ENSP00000371318	ENSG00000125895	C20orf46
ENSP00000371327	ENSG00000205809	KLRC2
ENSP00000371328	ENSG00000205810	KLRC3
ENSP00000371341	ENSG00000061938	TNK2
ENSP00000371345	ENSG00000067365	METTL22
ENSP00000371347	ENSG00000101280	ANGPT4
ENSP00000371372	ENSG00000075673	ATP12A
ENSP00000371376	ENSG00000174130	TLR6
ENSP00000371377	ENSG00000172150	OR1A2
ENSP00000371388	ENSG00000172070	SRXN1
ENSP00000371393	ENSG00000169299	PGM2
ENSP00000371394	ENSG00000149043	SYT8
ENSP00000371397	ENSG00000185112	FAM43A
ENSP00000371398	ENSG00000107249	GLIS3
ENSP00000371404	ENSG00000205821	
ENSP00000371419	ENSG00000102699	PARP4
ENSP00000371420	ENSG00000136235	GPNMB
ENSP00000371432	ENSG00000113494	PRLR
ENSP00000371434	ENSG00000080298	RFX3
ENSP00000371451	ENSG00000168724	DNAJC21
ENSP00000371471	ENSG00000134321	RSAD2
ENSP00000371475	ENSG00000067369	TP53BP1
ENSP00000371483	ENSG00000157765	SLC34A2
ENSP00000371497	ENSG00000082196	C1QTNF3
ENSP00000371505	ENSG00000205846	CLEC6A
ENSP00000371512	ENSG00000185053	SGCZ
ENSP00000371514	ENSG00000168263	KCNV2
ENSP00000371527	ENSG00000182957	SPATA13
ENSP00000371529	ENSG00000205856	C22orf42
ENSP00000371532	ENSG00000147852	VLDLR
ENSP00000371546	ENSG00000100150	DEPDC5
ENSP00000371548	ENSG00000153012	LGI2
ENSP00000371553	ENSG00000205857	NANOGNB
ENSP00000371554	ENSG00000109610	SOD3
ENSP00000371559	ENSG00000032389	TSSC1
ENSP00000371572	ENSG00000205863	C1QTNF9B
ENSP00000371577	ENSG00000150712	MTMR12
ENSP00000371594	ENSG00000176533	GNG7
ENSP00000371595	ENSG00000205864	KRTAP5-6
ENSP00000371606	ENSG00000205869	KRTAP5-1
ENSP00000371607	ENSG00000027001	MIPEP
ENSP00000371634	ENSG00000073792	IGF2BP2
ENSP00000371640	ENSG00000205882	DEFB134
ENSP00000371643	ENSG00000205883	DEFB135
ENSP00000371644	ENSG00000205884	DEFB136
ENSP00000371660	ENSG00000205890	
ENSP00000371682	ENSG00000163257	DCAF16
ENSP00000371693	ENSG00000127863	TNFRSF19
ENSP00000371711	ENSG00000137090	DMRT1
ENSP00000371715	ENSG00000162078	ZG16B
ENSP00000371724	ENSG00000185894	BPY2C
ENSP00000371729	ENSG00000151835	SACS
ENSP00000371734	ENSG00000107104	KANK1
ENSP00000371742	ENSG00000205916	DAZ4
ENSP00000371750	ENSG00000205913	
ENSP00000371763	ENSG00000205918	
ENSP00000371786	ENSG00000205922	ONECUT3
ENSP00000371787	ENSG00000205923	CEMP1
ENSP00000371789	ENSG00000177764	ZCCHC3
ENSP00000371790	ENSG00000102678	FGF9
ENSP00000371798	ENSG00000075618	FSCN1
ENSP00000371800	ENSG00000099999	RNF215
ENSP00000371802	ENSG00000187191	DAZ3
ENSP00000371805	ENSG00000155034	FBXL18
ENSP00000371810	ENSG00000205929	C21orf62
ENSP00000371811	ENSG00000165487	EFHA1
ENSP00000371812	ENSG00000205930	C21orf49
ENSP00000371813	ENSG00000186458	DEFB132
ENSP00000371824	ENSG00000183784	C9orf66
ENSP00000371825	ENSG00000088782	DEFB127
ENSP00000371829	ENSG00000183795	BPY2B
ENSP00000371833	ENSG00000168907	PLA2G4F
ENSP00000371835	ENSG00000125788	DEFB126
ENSP00000371846	ENSG00000177030	DEAF1
ENSP00000371847	ENSG00000178591	DEFB125
ENSP00000371870	ENSG00000205944	DAZ2
ENSP00000371872	ENSG00000177710	SLC35G5
ENSP00000371875	ENSG00000109705	NKX3-2
ENSP00000371886	ENSG00000168970	JMJD7-PLA2G4B
ENSP00000371888	ENSG00000167965	MLST8
ENSP00000371897	ENSG00000100852	ARHGAP5
ENSP00000371905	ENSG00000180776	ZDHHC20
ENSP00000371923	ENSG00000183638	RP1L1
ENSP00000371927	ENSG00000155269	GPR78
ENSP00000371932	ENSG00000169777	TAS2R1
ENSP00000371936	ENSG00000112902	SEMA5A
ENSP00000371940	ENSG00000170122	FOXD4
ENSP00000371968	ENSG00000205971	
ENSP00000371973	ENSG00000150459	SAP18
ENSP00000371994	ENSG00000205978	NYNRIN
ENSP00000372005	ENSG00000205981	DNAJC19
ENSP00000372023	ENSG00000183765	CHEK2
ENSP00000372035	ENSG00000150457	LATS2
ENSP00000372059	ENSG00000206013	IFITM5
ENSP00000372067	ENSG00000111218	PRMT8
ENSP00000372083	ENSG00000206026	C18orf62
ENSP00000372093	ENSG00000171421	MRPL36
ENSP00000372104	ENSG00000242389	RBMY1E
ENSP00000372112	ENSG00000180185	FAHD1
ENSP00000372122	ENSG00000206043	C18orf63
ENSP00000372124	ENSG00000244395	RBMY1D
ENSP00000372125	ENSG00000206044	
ENSP00000372126	ENSG00000206047	DEFA1
ENSP00000372136	ENSG00000240247	DEFA1B
ENSP00000372155	ENSG00000092010	PSME1
ENSP00000372160	ENSG00000206052	DOK6
ENSP00000372169	ENSG00000151062	CACNA2D4
ENSP00000372170	ENSG00000163132	MSX1
ENSP00000372191	ENSG00000142082	SIRT3
ENSP00000372192	ENSG00000206069	TMEM211
ENSP00000372199	ENSG00000142207	URB1
ENSP00000372202	ENSG00000150456	N6AMT2
ENSP00000372210	ENSG00000177951	BET1L
ENSP00000372213	ENSG00000183146	CYorf17
ENSP00000372221	ENSG00000206075	SERPINB5
ENSP00000372224	ENSG00000109758	HGFAC
ENSP00000372272	ENSG00000206102	KRTAP19-8
ENSP00000372276	ENSG00000206104	KRTAP20-3
ENSP00000372278	ENSG00000206105	KRTAP20-4
ENSP00000372281	ENSG00000206106	KRTAP22-2
ENSP00000372286	ENSG00000206107	KRTAP27-1
ENSP00000372290	ENSG00000125386	FAM193A
ENSP00000372292	ENSG00000120645	IQSEC3
ENSP00000372295	ENSG00000165474	GJB2
ENSP00000372313	ENSG00000102854	MSLN
ENSP00000372316	ENSG00000130997	POLN
ENSP00000372319	ENSG00000129873	CDY2B
ENSP00000372322	ENSG00000121741	ZMYM2
ENSP00000372326	ENSG00000066926	FECH
ENSP00000372331	ENSG00000243449	C4orf48
ENSP00000372335	ENSG00000185049	WHSC2
ENSP00000372353	ENSG00000206129	
ENSP00000372390	ENSG00000099960	SLC7A4
ENSP00000372394	ENSG00000168936	TMEM129
ENSP00000372410	ENSG00000206150	RNASE13
ENSP00000372445	ENSG00000165792	METTL17
ENSP00000372449	ENSG00000121388	
ENSP00000372459	ENSG00000134030	CTIF
ENSP00000372460	ENSG00000206171	RNASE12
ENSP00000372467	ENSG00000229549	TSPY8
ENSP00000372482	ENSG00000161981	SNRNP25
ENSP00000372484	ENSG00000242875	RBMY1B
ENSP00000372510	ENSG00000206197	
ENSP00000372542	ENSG00000206208	TAPBP
ENSP00000372547	ENSG00000184895	SRY
ENSP00000372553	ENSG00000174963	ZIC4
ENSP00000372576	ENSG00000166960	C18orf34
ENSP00000372582	ENSG00000230708	HLA-DPB1
ENSP00000372595	ENSG00000240118	PSMB9
ENSP00000372599	ENSG00000206235	TAP2
ENSP00000372607	ENSG00000231679	
ENSP00000372608	ENSG00000227993	HLA-DRA
ENSP00000372612	ENSG00000141437	MCART2
ENSP00000372635	ENSG00000177311	ZBTB38
ENSP00000372637	ENSG00000206256	PPT2
ENSP00000372649	ENSG00000206260	PRR23A
ENSP00000372651	ENSG00000206262	C3orf72
ENSP00000372654	ENSG00000171885	AQP4
ENSP00000372683	ENSG00000206280	ZBTB22
ENSP00000372684	ENSG00000206281	TAPBP
ENSP00000372689	ENSG00000118007	STAG1
ENSP00000372691	ENSG00000206282	RGL2
ENSP00000372694	ENSG00000206283	PFDN6
ENSP00000372695	ENSG00000206284	WDR46
ENSP00000372696	ENSG00000206285	B3GALT4
ENSP00000372697	ENSG00000206286	VPS52
ENSP00000372699	ENSG00000206287	RING1
ENSP00000372700	ENSG00000206288	SLC39A7
ENSP00000372703	ENSG00000206289	RXRB
ENSP00000372713	ENSG00000206292	HLA-DOA
ENSP00000372718	ENSG00000241674	HLA-DMB
ENSP00000372720	ENSG00000134490	C18orf45
ENSP00000372721	ENSG00000243594	PSMB9
ENSP00000372722	ENSG00000206297	TAP1
ENSP00000372723	ENSG00000206298	PSMB8
ENSP00000372726	ENSG00000206299	TAP2
ENSP00000372734	ENSG00000206302	HLA-DQB1
ENSP00000372738	ENSG00000206305	HLA-DQA1
ENSP00000372746	ENSG00000206308	HLA-DRA
ENSP00000372751	ENSG00000206312	NOTCH4
ENSP00000372752	ENSG00000206314	GPSM3
ENSP00000372757	ENSG00000206315	PBX2
ENSP00000372789	ENSG00000206329	PPT2
ENSP00000372793	ENSG00000238130	LTA
ENSP00000372812	ENSG00000206338	CYP21A2
ENSP00000372815	ENSG00000206340	C4A
ENSP00000372817	ENSG00000206342	STK19
ENSP00000372827	ENSG00000206353	SKIV2L
ENSP00000372853	ENSG00000206372	C2
ENSP00000372857	ENSG00000114670	NEK11
ENSP00000372860	ENSG00000236178	
ENSP00000372870	ENSG00000206378	SLC44A4
ENSP00000372873	ENSG00000206379	FLOT1
ENSP00000372881	ENSG00000206383	HSPA1L
ENSP00000372883	ENSG00000172850	LSM2
ENSP00000372896	ENSG00000206394	CLIC1
ENSP00000372900	ENSG00000154864	PIEZO2
ENSP00000372901	ENSG00000206395	DDAH2
ENSP00000372905	ENSG00000206398	LY6G6C
ENSP00000372912	ENSG00000243804	LY6G6F
ENSP00000372921	ENSG00000239285	LY6G5B
ENSP00000372930	ENSG00000206409	APOM
ENSP00000372955	ENSG00000183624	C3orf37
ENSP00000372956	ENSG00000206427	PRRC2A
ENSP00000372959	ENSG00000206422	LRRC30
ENSP00000372969	ENSG00000206430	NCR3
ENSP00000372975	ENSG00000206435	HLA-C
ENSP00000372982	ENSG00000206432	TMEM200C
ENSP00000372985	ENSG00000206437	LTB
ENSP00000372988	ENSG00000206439	TNF
ENSP00000372991	ENSG00000173503	LTA
ENSP00000372995	ENSG00000206445	ATP6V1G2
ENSP00000373004	ENSG00000206447	MCCD1
ENSP00000373006	ENSG00000224378	MICB
ENSP00000373008	ENSG00000137403	HLA-F
ENSP00000373016	ENSG00000206454	POU5F1
ENSP00000373022	ENSG00000206459	PSORS1C2
ENSP00000373023	ENSG00000206460	CDSN
ENSP00000373024	ENSG00000206461	C6orf15
ENSP00000373027	ENSG00000206463	MUC21
ENSP00000373031	ENSG00000206465	SFTA2
ENSP00000373034	ENSG00000206466	GABBR1
ENSP00000373038	ENSG00000206467	OR2H2
ENSP00000373039	ENSG00000206468	UBD
ENSP00000373041	ENSG00000206470	MAS1L
ENSP00000373047	ENSG00000168787	OR12D2
ENSP00000373054	ENSG00000206478	IER3
ENSP00000373056	ENSG00000206480	FLOT1
ENSP00000373058	ENSG00000183311	TUBB
ENSP00000373060	ENSG00000206481	MDC1
ENSP00000373066	ENSG00000206483	TXNRD3NB
ENSP00000373067	ENSG00000206485	PPP1R18
ENSP00000373071	ENSG00000206486	DHX16
ENSP00000373079	ENSG00000206488	ATAT1
ENSP00000373080	ENSG00000206489	PPP1R10
ENSP00000373082	ENSG00000206490	ABCF1
ENSP00000373090	ENSG00000206492	GNL1
ENSP00000373091	ENSG00000206493	HLA-E
ENSP00000373106	ENSG00000206500	RNF39
ENSP00000373107	ENSG00000206501	PPP1R11
ENSP00000373114	ENSG00000206505	HLA-A
ENSP00000373123	ENSG00000206509	HLA-F
ENSP00000373124	ENSG00000206510	ZFP57
ENSP00000373134	ENSG00000206511	GABBR1
ENSP00000373136	ENSG00000204657	OR2H2
ENSP00000373137	ENSG00000206513	UBD
ENSP00000373139	ENSG00000206515	MAS1L
ENSP00000373147	ENSG00000206522	OR2J3
ENSP00000373149	ENSG00000206524	OR2B3
ENSP00000373150	ENSG00000206525	OR2W1
ENSP00000373151	ENSG00000169260	ZNF311
ENSP00000373152	ENSG00000206526	C6orf100
ENSP00000373153	ENSG00000206527	PTPLB
ENSP00000373167	ENSG00000181847	TIGIT
ENSP00000373169	ENSG00000151577	DRD3
ENSP00000373176	ENSG00000163607	GTPBP8
ENSP00000373184	ENSG00000206532	
ENSP00000373191	ENSG00000206535	LNP1
ENSP00000373193	ENSG00000232382	OR5K1
ENSP00000373194	ENSG00000206536	OR5K3
ENSP00000373195	ENSG00000233412	OR5H15
ENSP00000373196	ENSG00000230301	OR5H6
ENSP00000373215	ENSG00000163618	CADPS
ENSP00000373261	ENSG00000168314	MOBP
ENSP00000373272	ENSG00000206557	TRIM71
ENSP00000373274	ENSG00000197385	ZNF860
ENSP00000373277	ENSG00000144642	RBMS3
ENSP00000373278	ENSG00000206559	ZCWPW2
ENSP00000373298	ENSG00000206561	COLQ
ENSP00000373300	ENSG00000206562	METTL6
ENSP00000373301	ENSG00000131370	SH3BP5
ENSP00000373304	ENSG00000154781	C3orf19
ENSP00000373331	ENSG00000156990	RPUSD3
ENSP00000373340	ENSG00000156983	BRPF1
ENSP00000373343	ENSG00000144550	CPNE9
ENSP00000373347	ENSG00000196220	SRGAP3
ENSP00000373354	ENSG00000170364	SETMAR
ENSP00000373363	ENSG00000135052	GOLM1
ENSP00000373370	ENSG00000143520	FLG2
ENSP00000373399	ENSG00000167103	PIP5KL1
ENSP00000373404	ENSG00000112651	MRPL2
ENSP00000373411	ENSG00000197885	NKIRAS1
ENSP00000373413	ENSG00000176125	UFSP1
ENSP00000373419	ENSG00000167549	CORO6
ENSP00000373420	ENSG00000204130	RUFY2
ENSP00000373454	ENSG00000177679	SRRM3
ENSP00000373472	ENSG00000136378	ADAMTS7
ENSP00000373474	ENSG00000145388	METTL14
ENSP00000373477	ENSG00000211445	GPX3
ENSP00000373485	ENSG00000102904	TSNAXIP1
ENSP00000373487	ENSG00000111057	KRT18
ENSP00000373490	ENSG00000211448	DIO2
ENSP00000373509	ENSG00000211450	C11orf31
ENSP00000373539	ENSG00000136011	STAB2
ENSP00000373565	ENSG00000180921	FAM83H
ENSP00000373566	ENSG00000163749	CCDC158
ENSP00000373570	ENSG00000107165	TYRP1
ENSP00000373572	ENSG00000186766	FOXI2
ENSP00000373575	ENSG00000203872	C6orf163
ENSP00000373586	ENSG00000172478	C2orf54
ENSP00000373594	ENSG00000169758	C15orf27
ENSP00000373600	ENSG00000154237	LRRK1
ENSP00000373602	ENSG00000204930	C9orf128
ENSP00000373610	ENSG00000155719	OTOA
ENSP00000373614	ENSG00000110876	SELPLG
ENSP00000373627	ENSG00000154997	SEPT14
ENSP00000373637	ENSG00000185420	SMYD3
ENSP00000373640	ENSG00000188266	AGPHD1
ENSP00000373648	ENSG00000184156	KCNQ3
ENSP00000373654	ENSG00000188779	SKOR1
ENSP00000373657	ENSG00000074356	C17orf85
ENSP00000373669	ENSG00000196544	C17orf59
ENSP00000373674	ENSG00000205309	NT5M
ENSP00000373684	ENSG00000211455	STK38L
ENSP00000373694	ENSG00000104218	CSPP1
ENSP00000373698	ENSG00000107829	FBXW4
ENSP00000373700	ENSG00000171094	ALK
ENSP00000373702	ENSG00000183977	PP2D1
ENSP00000373713	ENSG00000211456	SACM1L
ENSP00000373715	ENSG00000172795	DCP2
ENSP00000373726	ENSG00000145642	FAM159B
ENSP00000373730	ENSG00000246705	H2AFJ
ENSP00000373734	ENSG00000170456	DENND5B
ENSP00000373752	ENSG00000164197	RNF180
ENSP00000373770	ENSG00000204764	RANBP17
ENSP00000373772	ENSG00000155827	RNF20
ENSP00000373783	ENSG00000134013	LOXL2
ENSP00000373808	ENSG00000198780	FAM169A
ENSP00000373810	ENSG00000048162	NOP16
ENSP00000373825	ENSG00000183914	DNAH2
ENSP00000373827	ENSG00000144395	CCDC150
ENSP00000373828	ENSG00000197599	CCDC154
ENSP00000373853	ENSG00000131409	LRRC4B
ENSP00000373854	ENSG00000156886	ITGAD
ENSP00000373860	ENSG00000204653	ASPDH
ENSP00000373884	ENSG00000198838	RYR3
ENSP00000373918	ENSG00000106105	GARS
ENSP00000373937	ENSG00000166450	PRTG
ENSP00000373952	ENSG00000187741	FANCA
ENSP00000373964	ENSG00000188176	SMTNL2
ENSP00000373979	ENSG00000167632	TRAPPC9
ENSP00000373992	ENSG00000028277	POU2F2
ENSP00000373998	ENSG00000162069	CCDC64B
ENSP00000374013	ENSG00000121335	PRB2
ENSP00000374014	ENSG00000213996	TM6SF2
ENSP00000374037	ENSG00000075399	C16orf7
ENSP00000374045	ENSG00000115423	DNAH6
ENSP00000374049	ENSG00000175267	VWA3A
ENSP00000374069	ENSG00000155093	PTPRN2
ENSP00000374071	ENSG00000173157	ADAMTS20
ENSP00000374125	ENSG00000197046	SIGLEC15
ENSP00000374135	ENSG00000168702	LRP1B
ENSP00000374145	ENSG00000196811	CHRNG
ENSP00000374152	ENSG00000135632	SMYD5
ENSP00000374183	ENSG00000130559	CAMSAP1
ENSP00000374205	ENSG00000136535	TBR1
ENSP00000374213	ENSG00000183495	EP400
ENSP00000374218	ENSG00000158220	ESYT3
ENSP00000374219	ENSG00000137760	ALKBH8
ENSP00000374234	ENSG00000187783	TMEM72
ENSP00000374237	ENSG00000204361	FAM55B
ENSP00000374240	ENSG00000168779	SHOX2
ENSP00000374260	ENSG00000181982	CCDC149
ENSP00000374265	ENSG00000176153	GPX2
ENSP00000374268	ENSG00000172986	GXYLT2
ENSP00000374274	ENSG00000179954	SSC5D
ENSP00000374280	ENSG00000137815	RTF1
ENSP00000374309	ENSG00000101680	LAMA1
ENSP00000374323	ENSG00000080224	EPHA6
ENSP00000374328	ENSG00000146267	C6orf168
ENSP00000374332	ENSG00000211460	TSN
ENSP00000374354	ENSG00000120699	EXOSC8
ENSP00000374357	ENSG00000133794	ARNTL
ENSP00000374359	ENSG00000070476	ZXDC
ENSP00000374372	ENSG00000070182	SPTB
ENSP00000374376	ENSG00000110427	C11orf41
ENSP00000374390	ENSG00000174948	GPR149
ENSP00000374399	ENSG00000166166	TRMT61A
ENSP00000374409	ENSG00000144283	PKP4
ENSP00000374424	ENSG00000241484	ARHGAP8
ENSP00000374443	ENSG00000143669	LYST
ENSP00000374448	ENSG00000136141	LRCH1
ENSP00000374455	ENSG00000161011	SQSTM1
ENSP00000374467	ENSG00000006071	ABCC8
ENSP00000374484	ENSG00000103978	TMEM87A
ENSP00000374490	ENSG00000187775	DNAH17
ENSP00000374501	ENSG00000163945	KIAA1530
ENSP00000374507	ENSG00000015133	CCDC88C
ENSP00000374529	ENSG00000090061	CCNK
ENSP00000374552	ENSG00000011275	RNF216
ENSP00000374558	ENSG00000102445	KIAA0226L
ENSP00000374562	ENSG00000133983	COX16
ENSP00000374565	ENSG00000152102	FAM168B
ENSP00000374566	ENSG00000196169	KIF19
ENSP00000374584	ENSG00000121101	TEX14
ENSP00000374592	ENSG00000178199	ZC3H12D
ENSP00000374614	ENSG00000140104	C14orf79
ENSP00000374777	ENSG00000211592	IGKC
ENSP00000374778	ENSG00000211598	IGKV4-1
ENSP00000374779	ENSG00000211599	IGKV5-2
ENSP00000374782	ENSG00000243063	IGKV3-7
ENSP00000374787	ENSG00000244437	IGKV3-15
ENSP00000374791	ENSG00000211611	IGKV6-21
